City 1,City 2,Average Fare,Distance,Average Weekly Passengers,Market Leading Airline,Market Share,Average Fare.1,Low Price Airline,Market Share.1,Price
PHX ,SJC    ,109.13,621,1148.91,WN,50.23,108.14,AA   ,12.1,101.76
PHX ,SNA    ,83.09,338,1179.45,HP,56.16,89.14,WN   ,37.22,79.26
PHX ,SEA    ,132.19,1107,1774.34,AS,53.24,125.27,AS   ,53.24,125.27
PHX ,GEG    ,132.8,1020,248.15,HP,57.73,130.12,AS   ,17.08,130.11
PHX ,TPA    ,161.76,1788,401.41,HP,35.93,164.4,DL   ,14.24,156.8
PHX ,TUL    ,159.1,935,235.43,WN,86.47,161.14,AA   ,4.38,139.41
PHX ,IAD    ,288.58,1979,427.93,HP,47.98,247.91,HP   ,47.98,247.91
PIT ,SFO    ,255.73,2253,309.23,US,64.78,273.54,UA   ,14.62,227.69
PIT ,TPA    ,135.35,873,539.02,US,72.95,131.36,US   ,72.95,131.36
PIT ,PBI    ,139.02,952,195.1,US,72.7,135.82,US   ,72.7,135.82
PDX ,RNO    ,77.41,444,486.95,WN,92.81,76.21,WN   ,92.81,76.21
PDX ,SMF    ,87.85,479,1015.21,WN,69.53,81.4,WN   ,69.53,81.4
PDX ,STL    ,188.6,1708,196.73,AA,68.06,183.83,WN   ,11.21,171.01
PDX ,SLC    ,110.74,630,716.52,DL,63.18,113.87,WN   ,35.11,102.53
PDX ,SAN    ,139.45,933,833.26,AS,66.81,142.2,WN   ,15.95,141.68
PDX ,SFO    ,107.04,550,852.82,UA,55.35,114.22,AS   ,43.43,97.49
PDX ,SJC    ,93.79,569,1144.13,AS,68.29,94.36,WN   ,30.34,91.97
PDX ,SNA    ,136.04,859,684.56,AS,83.8,136.1,DL   ,2.39,102.44
PDX ,SEA    ,131.8,129,367.93,AS,99.43,131.81,AS   ,99.43,131.81
PDX ,GEG    ,73.7,279,620.65,WN,55.11,66.67,WN   ,55.11,66.67
PDX ,IAD    ,263.36,2350,273.8,UA,38.7,331.56,DL   ,11.23,201.9
PVD ,RDU    ,120.49,566,209.56,WN,46.1,124.01,DL   ,13.17,105.67
PVD ,SAN    ,187.88,2567,252.6,WN,19.66,180.49,DL   ,17.42,175.07
PVD ,TPA    ,128.12,1137,654.78,WN,69.68,130.29,US   ,12.53,118.71
PVD ,IAD    ,167.34,372,307.06,US,97.62,167.26,US   ,97.62,167.26
PVD ,PBI    ,136.44,1148,324.13,WN,41.95,146.8,DL   ,27.43,123.87
RDU ,STL    ,161.79,667,247.39,AA,69.68,160.73,WN   ,12.12,158.05
RDU ,SAN    ,158.19,2193,292.39,WN,25.68,156.99,DL   ,23.27,138.02
RDU ,SJC    ,206.32,2379,195.86,AA,48.61,217.39,WN   ,16.09,176.05
RDU ,SEA    ,166.88,2354,259.45,DL,31.33,148.9,DL   ,31.33,148.9
RDU ,TPA    ,101.63,587,538.58,WN,61.37,96.59,WN   ,61.37,96.59
RNO ,SAN    ,103.21,488,356.19,WN,79.79,104.79,UA   ,10.43,96.45
RNO ,SJC    ,69.03,188,418.47,WN,99.68,69.02,WN   ,99.68,69.02
RNO ,SEA    ,82.59,564,697.93,AS,57.46,80.84,AS   ,57.46,80.84
ROC ,TPA    ,129.2,1079,185.0,US,28.49,127.68,DL   ,19.09,120.4
SMF ,STL    ,203.98,1679,181.63,AA,63.43,203.93,WN   ,15.14,186.62
SMF ,SLC    ,122.76,532,385.0,DL,73.82,120.39,DL   ,73.82,120.39
SMF ,SAN    ,80.81,480,2066.73,WN,96.57,80.53,WN   ,96.57,80.53
SMF ,SNA    ,86.93,404,993.04,WN,93.85,85.75,WN   ,93.85,85.75
SMF ,SEA    ,107.78,605,1064.02,AS,56.07,105.31,AS   ,56.07,105.31
SMF ,GEG    ,111.06,649,208.47,WN,49.32,114.44,AS   ,44.0,109.85
STL ,SLC    ,162.77,1156,239.23,AA,54.7,165.97,WN   ,33.62,152.93
STL ,SAT    ,168.89,786,256.73,AA,77.47,167.11,AA   ,77.47,167.11
STL ,SAN    ,184.88,1558,385.21,AA,68.59,183.02,WN   ,17.21,174.98
STL ,SFO    ,213.11,1736,345.1,AA,81.32,214.91,US   ,1.22,142.84
STL ,SNA    ,232.97,1570,228.04,AA,82.36,233.39,UA   ,5.14,205.04
STL ,SEA    ,215.62,1710,355.21,AA,76.37,218.32,UA   ,9.05,189.66
STL ,TPA    ,156.14,869,444.56,AA,62.17,154.49,AA   ,62.17,154.49
STL ,TUL    ,75.34,351,228.91,WN,66.14,72.64,WN   ,66.14,72.64
STL ,IAD    ,194.58,719,645.54,AA,89.19,198.82,US   ,2.76,122.68
SLC ,SAN    ,120.89,626,547.17,DL,73.14,119.81,DL   ,73.14,119.81
SLC ,SFO    ,142.71,599,404.78,DL,63.1,146.29,UA   ,33.83,133.85
SLC ,SJC    ,143.99,585,239.02,DL,78.94,150.1,WN   ,17.23,114.46
SLC ,SNA    ,102.95,588,548.69,DL,89.93,101.01,DL   ,89.93,101.01
SLC ,SEA    ,110.64,689,892.39,DL,60.93,111.8,WN   ,36.44,105.36
SLC ,GEG    ,98.36,546,204.56,DL,62.27,97.48,DL   ,62.27,97.48
SLC ,IAD    ,263.37,1851,305.97,DL,68.95,268.78,DL   ,68.95,268.78
SAT ,SAN    ,165.13,1129,248.8,WN,57.92,165.01,AA   ,12.45,160.6
SAT ,SEA    ,177.77,1774,229.89,AA,26.71,169.59,AA   ,26.71,169.59
SAT ,IAD    ,215.04,1381,345.1,DL,48.59,191.34,DL   ,48.59,191.34
SAN ,SFO    ,122.02,447,937.93,UA,95.92,122.11,AA   ,1.35,102.68
SAN ,SJC    ,82.34,417,2176.19,WN,71.53,83.52,AA   ,26.94,79.37
SAN ,SEA    ,148.62,1050,1303.15,AS,73.5,149.91,AS   ,73.5,149.91
SAN ,TPA    ,177.91,2087,273.47,DL,27.1,172.14,WN   ,15.38,165.25
SAN ,TUS    ,74.62,367,469.67,WN,94.07,73.1,WN   ,94.07,73.1
SAN ,IAD    ,330.21,2276,582.17,UA,42.55,440.35,AA   ,26.97,241.3
SFO ,SNA    ,134.18,372,703.36,UA,66.35,140.5,AA   ,30.82,119.8
SFO ,SEA    ,116.78,678,1545.54,UA,52.32,122.59,AS   ,45.62,109.45
SFO ,TPA    ,237.26,2392,193.26,DL,21.54,265.35,CO   ,16.02,200.96
SFO ,IAD    ,401.23,2442,955.65,UA,64.45,490.03,TZ   ,3.78,182.66
SJC ,SNA    ,77.11,342,1970.76,WN,49.97,77.54,AA   ,48.91,76.66
SJC ,SEA    ,105.84,697,1390.65,AS,75.35,106.3,WN   ,22.04,103.02
SJC ,TUS    ,144.22,721,204.56,AS,56.16,143.53,AS   ,56.16,143.53
SJC ,IAD    ,322.83,2424,229.02,UA,37.01,408.1,TZ   ,13.57,172.45
SNA ,SEA    ,156.01,978,1191.84,AS,86.77,157.43,DL   ,2.19,100.08
SEA ,GEG    ,70.61,224,1423.15,AS,68.4,72.6,WN   ,31.3,66.32
SEA ,TPA    ,162.46,2520,312.93,DL,33.03,147.6,AA   ,23.75,141.21
SEA ,TUS    ,131.47,1216,359.23,AS,73.25,126.38,AS   ,73.25,126.38
SEA ,IAD    ,288.14,2329,787.5,UA,46.51,329.2,AS   ,30.43,252.34
SYR ,TPA    ,136.16,1104,184.34,US,33.37,135.82,DL   ,28.65,118.51
TLH ,TPA    ,83.28,200,232.71,FL,99.57,82.55,FL   ,99.57,82.55
TPA ,IAD    ,159.97,814,843.8,US,46.19,159.65,DL   ,13.89,159.02
TPA ,PBI    ,73.57,174,214.45,WN,99.74,73.44,WN   ,99.74,73.44
IAD ,PBI    ,126.67,859,475.65,US,56.28,129.92,DL   ,38.57,121.94
